unitserialnumber,code,deviceId,timestamp,manual,type,message,alarm_type
2024003,2000.0,un0000000000002202,2024-12-03 14:37:02,False,3,id=605589-0001 version=3.2 model=WTS001,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:37:07,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:38:14,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:38:53,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:41:09,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:42:22,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:43:01,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:45:18,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:46:31,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:47:10,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:49:24,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:50:43,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:51:23,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:53:40,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:54:53,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:55:31,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 14:57:45,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 14:59:02,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 14:59:37,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 15:01:51,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 15:03:04,False,3,-,SEQUENCE
2024003,2001.0,un0000000000002202,2024-12-03 15:03:44,False,3,-,SEQUENCE
2024003,2021.0,un0000000000002202,2024-12-03 15:05:54,False,3,-,SEQUENCE
2024003,2002.0,un0000000000002202,2024-12-03 15:07:07,False,3,-,SEQUENCE
